2075,,-4,,,-4
1458,,5,,,5
1854,,7,,,7
556,,-3,,,-3
-4468,,-3,,,-3
2538,,2,,,2
-3446,,-3,,,-3
2757,,-5,,,-5
5616,,-9,,,-9
-2496,,-2,,,-2
577,,6,,,6
-4585,,-5,,,-5
-5310,,-3,,,-3
-913,,1,,,1
-1020,,2,,,2
-4670,,1,,,1
-509,,-3,,,-3
-3320,,1,,,1
-4962,,-5,,,-5
-3461,,0,,,0
-2373,,9,,,9
5585,,-2,,,-2
1537,,1,,,1
4523,,-4,,,-4
-2541,,4,,,4
2530,,2,,,2
-3018,,-1,,,-1
-1848,,-1,,,-1
-583,,3,,,3
-2623,,-3,,,-3
4008,,7,,,7
-2798,,0,,,0
2270,,0,,,0
-1913,,-8,,,-8
-4641,,-4,,,-4
4894,,-2,,,-2
-5414,,1,,,1
-3399,,5,,,5
1,,1,,0,1
-9,,-9,,0,-9
-3,,-3,,0,-3
-6,,-6,,0,-6
-5,,-5,,0,-5
-1,,-1,,0,-1
-4,,-4,,0,-4
5,,5,,0,5
0,,0,,0,0
3,,3,,0,3
4,,4,,0,4
1,,1,,0,1
-8,,-8,,0,-8
-5,,-5,,0,-5
3,,3,,0,3
-5,,-5,,0,-5
-3,,-3,,0,-3
-2,,-2,,0,-2
1,,1,,0,1
5,,5,,0,5
2,,2,,0,2
-2,,-2,,0,-2
4,,4,,0,4
3,,3,,0,3
-1,,-1,,0,-1
-3,,-3,,0,-3
-2,,-2,,0,-2
-1,,-1,,0,-1
0,,0,,0,0
2,,2,,0,2
6,,6,,0,6
-2,,-2,,0,-2
-1,,-1,,0,-1
-6,,-6,,0,-6
3,,3,,0,3
1,,1,,0,1
0,,0,,0,0
-5,,-5,,0,-5
2,,2,,0,2
4,,4,,0,4
7,,7,,0,7
-5,,-5,,0,-5
6,,6,,0,6
-3,,-3,,0,-3
-10,,-10,,0,-10
2,,2,,0,2
-5,,-5,,0,-5
1,,1,,0,1
0,,0,,0,0
1,,1,,0,1
-3,,-3,,0,-3
0,,0,,0,0
-6,,-6,,0,-6
-6,,-6,,0,-6
-6,,-6,,0,-6
-6,,-6,,0,-6
2,,2,,0,2
-4,,-4,,0,-4
-2,,-2,,0,-2
-5,,-5,,0,-5
2,,2,,0,2
-3,,-3,,0,-3
3,,3,,0,3
2,,2,,0,2
0,,0,,0,0
1,,1,,0,1
-1,,-1,,0,-1
2,,2,,0,2
0,,0,,0,0
1,,1,,0,1
0,,0,,0,0
6,,6,,0,6
3,,3,,0,3
-6,,-6,,0,-6
-4,,-4,,0,-4
-2,,-2,,0,-2
3,,3,,0,3
-7,,-7,,0,-7
0,,0,,0,0
0,,0,,0,0
2,,2,,0,2
-8,,-8,,0,-8
-5,,-5,,0,-5
5,,5,,0,5
1,,1,,0,1
0,,0,,0,0
-5,,-5,,0,-5
-2,,-2,,0,-2
1,,1,,0,1
-2,,-2,,0,-2
8,,8,,0,8
3,,3,,0,3
-6,,-6,,0,-6
10,,10,,0,10
-1,,-1,,0,-1
-1,,-1,,0,-1
-5,,-5,,0,-5
-5,,-5,,0,-5
-6,,-6,,0,-6
2,,2,,0,2
7,,7,,0,7
1,,1,,0,1
1,,1,,0,1
2,,2,,0,2
3,,3,,0,3
1,,1,,0,1
0,,0,,0,0
0,,0,,0,0
-2,,-2,,0,-2
1,,1,,0,1
6,,6,,0,6
-4,,-4,,0,-4
-4,,-4,,0,-4
5,,5,,0,5
-7,,-7,,0,-7
-9,,-9,,0,-9
4,,4,,0,4
-2,,-2,,0,-2
1,,1,,0,1
-4,,-4,,0,-4
0,,0,,0,0
-2,,-2,,0,-2
1,,1,,0,1
-2,,-2,,0,-2
6,,6,,0,6
5,,5,,0,5
-7,,-7,,0,-7
-7,,-7,,0,-7
